,Unnamed: 0,coIndx,category,city,region,coNm,title,career,education,contract,r_date,coID,salary,addr
4383,4383,38394852,데이터관리,서울,금천구,예지솔루션,[네이버공식대행사]키워드검색광고정규직신입사원채용,경력무관,초대졸,정규직,0717,2118759290,"3,578","서울 금천구 서부샛길 606, B동 1101호"
4384,4384,38394824,데이터관리,서울,관악구,예지솔루션,[월210만원+성과급별도]온라인검색광고마케터정규채용,경력무관,초대졸,정규직,0717,2118759290,"3,578","서울 금천구 서부샛길 606, B동 1101호"
4385,4385,38394842,데이터관리,서울,금천구,예지솔루션,[워라밸실천기업]2020년하반기온라인광고마케터채용,경력무관,초대졸,정규직,0717,2118759290,"3,578","서울 금천구 서부샛길 606, B동 1101호"
4386,4386,38388168,데이터관리,서울,강남구,(주)제너럴브랜즈,"[더프트앤도프트]2020년하반기(웹디자인,영업관리)정규직채용",경력,대졸,정규직,0713,3128651726,"4,196","서울 강남구 테헤란로 414, 6층"
4387,4387,38387206,데이터관리,서울,서초구,(주)건설경영전략연구소,사무직신입및경력사원모집(엑셀숙련자우대),경력무관,초대졸,정규직,채용시,1078767389,"3,444","서울 서초구 효령로 221, 2층"
4388,4388,38222976,데이터관리,서울,영등포구,허브넷(주),"2020네이버/카카오공식대행사신입모집-마케팅,기획,영상,디자",경력무관,초대졸,정규직,0727,1288653736,"3,140","서울 영등포구 63로 50, 17층"
4389,4389,38399695,데이터관리,경남,창원시,포메이션랩스(주),부문별경력직공개채용,경력무관,학력무관,정규직,0713,2298601754,None,경남 창원시 의창구 중앙대로228번길 6
4390,4390,38240237,데이터관리,경기,성남시 분당구,(주)코스알엑스,2020년부문별공개채용,경력,학력무관,정규직인턴직,0712,1448120381,None,"경기 성남시 분당구 구미로 8, 2층"
4391,4391,38385632,데이터관리,서울,영등포구,㈜롯데홈쇼핑,"2020년7월경력채용(IT,모바일PD,송출,미술감독.정보보안)",경력,대졸,정규직,0712,1178133400,"5,126",서울 영등포구 양평로21길 10
4392,4392,38279077,데이터관리,서울,송파구,쿠팡 주식회사,[쿠팡이츠]서비스기획/운영매니저(Senior),경력5년,대졸,정규직,채용시,1208800767,None,"서울 송파구 송파대로 570, 18층"
4393,4393,38401697,데이터관리,서울,강남구,㈜대웅제약,대웅제약상시채용,경력2년,대졸,정규직계약직,0712,1248601143,"5,331",경기 화성시 제약공단4길 35-14
4394,4394,38428392,데이터관리,인천,중구,스태츠칩팩코리아,[스태츠칩팩코리아]ITEngineer신입채용모집,신입,대졸,정규직,0717,2138175580,"4,474",인천 중구 자유무역로 191
4395,4395,38366138,데이터관리,서울,강남구,한국씨엔에스(주),"스마트물류이행팀(PM,제관,용접,로봇운영),경영지원팀채용",경력1년,학력무관,정규직,0715,1378121010,None,경기 용인시 처인구 각궁로 252-20
4396,4396,38402314,데이터관리,인천,연수구,㈜아이리스코리아,"[송도외국계]구매팀무역실무,발주,스케줄관리정규직채",경력무관,초대졸,정규직,0901,1018135174,"3,321",인천 연수구 첨단대로60번길 29
4397,4397,38385036,데이터관리,서울,서초구,블루오렌지커뮤니케이션즈,ERP및웹솔루션의기획부터완성까지내손으로(PHP/HTML/JavaSc,경력무관,고졸,정규직,0829,2648137022,"3,431","서울 서초구 서초대로48길 33, 3층 301호"
4398,4398,38265950,데이터관리,서울,강남구,주식회사 아이애드원,블로그/sns/페이스북/바이럴마케팅-기획및관리경력직채용,경력2년,초대졸,정규직,0804,1018649275,"4,203","서울 강남구 강남대로94길 18, 5층"
4399,4399,38351169,데이터관리,서울,강동구,(주)도도커뮤니케이션,"암사광고기획,바이럴,SNS마케팅,퍼포먼스마케팅채용",경력무관,대졸,정규직,0723,2128184558,"3,437","서울 강동구 고덕로23길 37, 1,2,비-1층"
4400,4400,38409419,데이터관리,서울,강남구,주식회사 아이애드원,온라인광고대행AE신입.경력사원모집,경력무관,고졸,정규직,0904,1018649275,"4,203","서울 강남구 강남대로94길 18, 5층"
4401,4401,38285758,데이터관리,서울,강동구,(주)도도커뮤니케이션,"회계·재무·세무·IR정규직,계약직모집공고-경력사원",경력무관,초대졸,정규직계약직,0710,2128184558,"3,437","서울 강동구 고덕로23길 37, 1,2,비-1층"
4402,4402,38418889,데이터관리,경기,화성시,쿠팡풀필먼트서비스(유),[쿠팡CFS]동탄메가센터HR사무직채용,경력무관,고졸,계약직,0724,8378700664,None,"서울 송파구 송파대로 570, 8층"
4403,4403,38399732,데이터관리,서울,마포구,(재)서울디지털재단,2020년제2차신규직원채용공고,경력,대졸,정규직계약직,0720,4588200049,"4,618","서울 마포구 매봉산로 31, 16층"
4404,4404,38390524,데이터관리,서울,강남구,(주)와이즈버즈,브랜딩&퍼포먼스마케터모집,경력1년,대졸,정규직,0709,2118894969,"4,304","서울 강남구 테헤란로 317, 17층"
4405,4405,38396111,데이터관리,서울,송파구,(주)진캐스트,"박사/석사연구원,QC,RA,QA,생산,콘텐츠마케터모집",경력무관,대졸,정규직,0720,6678100520,"4,436","서울 송파구 충민로 66, 테크노관 10층 10009호, 10007호"
4406,4406,38419866,데이터관리,경기,화성시,쿠팡풀필먼트서비스(유),[쿠팡CFS]NEW용인1센터HR사무직채용,경력무관,고졸,계약직,0724,8378700664,None,"서울 송파구 송파대로 570, 8층"
4407,4407,38384130,데이터관리,경남,양산시,쿠팡풀필먼트서비스(유),쿠팡CFSOperationManager/AreaManager/HubAreaManager(물류센터/Hub운영담당자)공개채용,경력,초대졸,정규직,0731,8378700664,None,"서울 송파구 송파대로 570, 8층"
4408,4408,38347521,데이터관리,서울,금천구,(주)하미글로벌,[㈜하미글로벌]하반기각부문신입/경력정규직채용,경력무관,고졸,정규직,0731,1048637079,"3,646","서울 금천구 가산디지털1로 131, C동 12층"
4409,4409,38213643,데이터관리,서울,강남구,현대글로비스㈜,현대글로비스전문인력상시채용(부문:신사업/연구소),경력,대졸,정규직,0731,1068197118,"6,148",서울 강남구 테헤란로 301
4410,4410,38230111,데이터관리,경기,용인시,GC녹십자,GC녹십자그룹부문별수시채용,경력무관,대졸,정규직계약직,채용시,3038117108,"5,379",경기 용인시 기흥구 이현로30번길 107
4411,4411,38422254,데이터관리,충남,천안시,한국자동차연구원,한국자동차연구원정규직채용,경력무관,대졸,정규직,0723,3128204676,None,충남 천안시 동남구 풍세로 303
4412,4412,38364418,데이터관리,부산,강서구,(사)한국선급,2020년도한국선급직원채용공고,경력무관,대졸,계약직,0709,3148203300,"5,748",부산 강서구 명지오션시티9로 36
4413,4413,38409675,데이터관리,경기,화성시,한강씨엠(주),[하림그룹]20년하반기각부문경력채용,경력무관,초대졸,정규직,0719,1278161937,None,경기 화성시 만년로969번길 17
4414,4414,38392984,데이터관리,서울,금천구,㈜ 컴투스,[컴투스/게임빌컴투스플랫폼/게임빌]각부문별채용,경력무관,대졸,정규직기간제,0731,1088116843,None,"서울 금천구 가산디지털1로 131, A동"
4415,4415,38369298,데이터관리,충북,청주시,에스케이하이닉스시스템아이씨(주),각부문별신입/경력직채용,경력무관,고졸,정규직계약직,0712,6608100626,"4,196",충북 청주시 흥덕구 대신로 215
4416,4416,32982567,데이터관리,경기,성남시 분당구,휴온스그룹,휴온스그룹수시채용,경력무관,학력무관,정규직,0731,1298107002,None,"경기 성남시 분당구 판교로 253, C동 901호"
4417,4417,38385146,데이터관리,경기,양주시,(주)대륜발전,대륜발전/별내에너지신입및경력직원채용,경력무관,대졸,정규직,0714,2068639053,None,경기 양주시 화합로1710번길 125
4418,4418,38421722,데이터관리,서울,영등포구,한국피자헛(유),한국피자헛각부문채용,경력무관,학력무관,정규직,0715,1208163948,"2,999","서울 영등포구 국회대로74길 4, 10층"
4419,4419,38394833,데이터관리,서울,강남구,주식회사 리만,"[리만코리아]2020신입및경력정규직수시채용(서울,대구)",경력무관,고졸,정규직,0731,2938800876,None,
4420,4420,38314891,데이터관리,서울,송파구,쿠팡 주식회사,[쿠팡]BusinessDataAnalyst(비즈니스데이터분석)경력자,경력8년,대졸,정규직,채용시,1208800767,None,"서울 송파구 송파대로 570, 18층"
4421,4421,38395639,데이터관리,서울,강남구,현대오토에버(주),현대오토에버경력사원대규모상시채용,경력3년,학력무관,정규직,0831,1048153190,"6,307",서울 강남구 테헤란로 510
4422,4422,38421416,데이터관리,서울,중구,동진상선(주),동진상선㈜전산직원(신입or경력2년이하)모집,경력무관,초대졸,정규직,0717,6018115440,"4,267",서울 중구 을지로 16
4423,4423,38413531,데이터관리,서울,강남구,더이앤엠(주),2020년각부문신입/경력채용,경력무관,고졸,정규직,0713,6038150424,"4,330","서울 강남구 논현로 842, 8층"
4424,4424,38394845,데이터관리,서울,강서구,예지솔루션,[공식광고대행사]대형포털및대표오픈마켓영업마케터채용,경력무관,초대졸,정규직,0717,2118759290,"3,578","서울 금천구 서부샛길 606, B동 1101호"
4425,4425,38394852,데이터관리,서울,금천구,예지솔루션,[네이버공식대행사]키워드검색광고정규직신입사원채용,경력무관,초대졸,정규직,0717,2118759290,"3,578","서울 금천구 서부샛길 606, B동 1101호"
4426,4426,38394824,데이터관리,서울,관악구,예지솔루션,[월210만원+성과급별도]온라인검색광고마케터정규채용,경력무관,초대졸,정규직,0717,2118759290,"3,578","서울 금천구 서부샛길 606, B동 1101호"
4427,4427,38394842,데이터관리,서울,금천구,예지솔루션,[워라밸실천기업]2020년하반기온라인광고마케터채용,경력무관,초대졸,정규직,0717,2118759290,"3,578","서울 금천구 서부샛길 606, B동 1101호"
4428,4428,38388168,데이터관리,서울,강남구,(주)제너럴브랜즈,"[더프트앤도프트]2020년하반기(웹디자인,영업관리)정규직채용",경력,대졸,정규직,0713,3128651726,"4,196","서울 강남구 테헤란로 414, 6층"
4429,4429,38387206,데이터관리,서울,서초구,(주)건설경영전략연구소,사무직신입및경력사원모집(엑셀숙련자우대),경력무관,초대졸,정규직,채용시,1078767389,"3,444","서울 서초구 효령로 221, 2층"
4430,4430,38222976,데이터관리,서울,영등포구,허브넷(주),"2020네이버/카카오공식대행사신입모집-마케팅,기획,영상,디자",경력무관,초대졸,정규직,0727,1288653736,"3,140","서울 영등포구 63로 50, 17층"
4431,4431,38399695,데이터관리,경남,창원시,포메이션랩스(주),부문별경력직공개채용,경력무관,학력무관,정규직,0713,2298601754,None,경남 창원시 의창구 중앙대로228번길 6
4432,4432,38240237,데이터관리,경기,성남시 분당구,(주)코스알엑스,2020년부문별공개채용,경력,학력무관,정규직인턴직,0712,1448120381,None,"경기 성남시 분당구 구미로 8, 2층"
4433,4433,38385632,데이터관리,서울,영등포구,㈜롯데홈쇼핑,"2020년7월경력채용(IT,모바일PD,송출,미술감독.정보보안)",경력,대졸,정규직,0712,1178133400,"5,126",서울 영등포구 양평로21길 10
4434,4434,38279077,데이터관리,서울,송파구,쿠팡 주식회사,[쿠팡이츠]서비스기획/운영매니저(Senior),경력5년,대졸,정규직,채용시,1208800767,None,"서울 송파구 송파대로 570, 18층"
4435,4435,38401697,데이터관리,서울,강남구,㈜대웅제약,대웅제약상시채용,경력2년,대졸,정규직계약직,0712,1248601143,"5,331",경기 화성시 제약공단4길 35-14
4436,4436,38428392,데이터관리,인천,중구,스태츠칩팩코리아,[스태츠칩팩코리아]ITEngineer신입채용모집,신입,대졸,정규직,0717,2138175580,"4,474",인천 중구 자유무역로 191
4437,4437,38366138,데이터관리,서울,강남구,한국씨엔에스(주),"스마트물류이행팀(PM,제관,용접,로봇운영),경영지원팀채용",경력1년,학력무관,정규직,0715,1378121010,None,경기 용인시 처인구 각궁로 252-20
4438,4438,38402314,데이터관리,인천,연수구,㈜아이리스코리아,"[송도외국계]구매팀무역실무,발주,스케줄관리정규직채",경력무관,초대졸,정규직,0901,1018135174,"3,321",인천 연수구 첨단대로60번길 29
4439,4439,38385036,데이터관리,서울,서초구,블루오렌지커뮤니케이션즈,ERP및웹솔루션의기획부터완성까지내손으로(PHP/HTML/JavaSc,경력무관,고졸,정규직,0829,2648137022,"3,431","서울 서초구 서초대로48길 33, 3층 301호"
4440,4440,38265950,데이터관리,서울,강남구,주식회사 아이애드원,블로그/sns/페이스북/바이럴마케팅-기획및관리경력직채용,경력2년,초대졸,정규직,0804,1018649275,"4,203","서울 강남구 강남대로94길 18, 5층"
4441,4441,38351169,데이터관리,서울,강동구,(주)도도커뮤니케이션,"암사광고기획,바이럴,SNS마케팅,퍼포먼스마케팅채용",경력무관,대졸,정규직,0723,2128184558,"3,437","서울 강동구 고덕로23길 37, 1,2,비-1층"
4442,4442,38409419,데이터관리,서울,강남구,주식회사 아이애드원,온라인광고대행AE신입.경력사원모집,경력무관,고졸,정규직,0904,1018649275,"4,203","서울 강남구 강남대로94길 18, 5층"
4443,4443,38285758,데이터관리,서울,강동구,(주)도도커뮤니케이션,"회계·재무·세무·IR정규직,계약직모집공고-경력사원",경력무관,초대졸,정규직계약직,0710,2128184558,"3,437","서울 강동구 고덕로23길 37, 1,2,비-1층"
4444,4444,38418889,데이터관리,경기,화성시,쿠팡풀필먼트서비스(유),[쿠팡CFS]동탄메가센터HR사무직채용,경력무관,고졸,계약직,0724,8378700664,None,"서울 송파구 송파대로 570, 8층"
4445,4445,38399732,데이터관리,서울,마포구,(재)서울디지털재단,2020년제2차신규직원채용공고,경력,대졸,정규직계약직,0720,4588200049,"4,618","서울 마포구 매봉산로 31, 16층"
4446,4446,38390524,데이터관리,서울,강남구,(주)와이즈버즈,브랜딩&퍼포먼스마케터모집,경력1년,대졸,정규직,0709,2118894969,"4,304","서울 강남구 테헤란로 317, 17층"
4447,4447,38396111,데이터관리,서울,송파구,(주)진캐스트,"박사/석사연구원,QC,RA,QA,생산,콘텐츠마케터모집",경력무관,대졸,정규직,0720,6678100520,"4,436","서울 송파구 충민로 66, 테크노관 10층 10009호, 10007호"
4448,4448,38419866,데이터관리,경기,화성시,쿠팡풀필먼트서비스(유),[쿠팡CFS]NEW용인1센터HR사무직채용,경력무관,고졸,계약직,0724,8378700664,None,"서울 송파구 송파대로 570, 8층"
4449,4449,38384130,데이터관리,경남,양산시,쿠팡풀필먼트서비스(유),쿠팡CFSOperationManager/AreaManager/HubAreaManager(물류센터/Hub운영담당자)공개채용,경력,초대졸,정규직,0731,8378700664,None,"서울 송파구 송파대로 570, 8층"
4450,4450,38347521,데이터관리,서울,금천구,(주)하미글로벌,[㈜하미글로벌]하반기각부문신입/경력정규직채용,경력무관,고졸,정규직,0731,1048637079,"3,646","서울 금천구 가산디지털1로 131, C동 12층"
4451,4451,38213643,데이터관리,서울,강남구,현대글로비스㈜,현대글로비스전문인력상시채용(부문:신사업/연구소),경력,대졸,정규직,0731,1068197118,"6,148",서울 강남구 테헤란로 301
4452,4452,38230111,데이터관리,경기,용인시,GC녹십자,GC녹십자그룹부문별수시채용,경력무관,대졸,정규직계약직,채용시,3038117108,"5,379",경기 용인시 기흥구 이현로30번길 107
4453,4453,38422254,데이터관리,충남,천안시,한국자동차연구원,한국자동차연구원정규직채용,경력무관,대졸,정규직,0723,3128204676,None,충남 천안시 동남구 풍세로 303
4454,4454,38364418,데이터관리,부산,강서구,(사)한국선급,2020년도한국선급직원채용공고,경력무관,대졸,계약직,0709,3148203300,"5,748",부산 강서구 명지오션시티9로 36
4455,4455,38409675,데이터관리,경기,화성시,한강씨엠(주),[하림그룹]20년하반기각부문경력채용,경력무관,초대졸,정규직,0719,1278161937,None,경기 화성시 만년로969번길 17
4456,4456,38392984,데이터관리,서울,금천구,㈜ 컴투스,[컴투스/게임빌컴투스플랫폼/게임빌]각부문별채용,경력무관,대졸,정규직기간제,0731,1088116843,None,"서울 금천구 가산디지털1로 131, A동"
4457,4457,38369298,데이터관리,충북,청주시,에스케이하이닉스시스템아이씨(주),각부문별신입/경력직채용,경력무관,고졸,정규직계약직,0712,6608100626,"4,196",충북 청주시 흥덕구 대신로 215
4458,4458,32982567,데이터관리,경기,성남시 분당구,휴온스그룹,휴온스그룹수시채용,경력무관,학력무관,정규직,0731,1298107002,None,"경기 성남시 분당구 판교로 253, C동 901호"
4459,4459,38385146,데이터관리,경기,양주시,(주)대륜발전,대륜발전/별내에너지신입및경력직원채용,경력무관,대졸,정규직,0714,2068639053,None,경기 양주시 화합로1710번길 125
4460,4460,38421722,데이터관리,서울,영등포구,한국피자헛(유),한국피자헛각부문채용,경력무관,학력무관,정규직,0715,1208163948,"2,999","서울 영등포구 국회대로74길 4, 10층"
4461,4461,38394833,데이터관리,서울,강남구,주식회사 리만,"[리만코리아]2020신입및경력정규직수시채용(서울,대구)",경력무관,고졸,정규직,0731,2938800876,None,
4462,4462,38314891,데이터관리,서울,송파구,쿠팡 주식회사,[쿠팡]BusinessDataAnalyst(비즈니스데이터분석)경력자,경력8년,대졸,정규직,채용시,1208800767,None,"서울 송파구 송파대로 570, 18층"
4463,4463,38395639,데이터관리,서울,강남구,현대오토에버(주),현대오토에버경력사원대규모상시채용,경력3년,학력무관,정규직,0831,1048153190,"6,307",서울 강남구 테헤란로 510
4464,4464,38421416,데이터관리,서울,중구,동진상선(주),동진상선㈜전산직원(신입or경력2년이하)모집,경력무관,초대졸,정규직,0717,6018115440,"4,267",서울 중구 을지로 16
4465,4465,38413531,데이터관리,서울,강남구,더이앤엠(주),2020년각부문신입/경력채용,경력무관,고졸,정규직,0713,6038150424,"4,330","서울 강남구 논현로 842, 8층"
4466,4466,38394845,데이터관리,서울,강서구,예지솔루션,[공식광고대행사]대형포털및대표오픈마켓영업마케터채용,경력무관,초대졸,정규직,0717,2118759290,"3,578","서울 금천구 서부샛길 606, B동 1101호"
4467,4467,38394852,데이터관리,서울,금천구,예지솔루션,[네이버공식대행사]키워드검색광고정규직신입사원채용,경력무관,초대졸,정규직,0717,2118759290,"3,578","서울 금천구 서부샛길 606, B동 1101호"
4468,4468,38394824,데이터관리,서울,관악구,예지솔루션,[월210만원+성과급별도]온라인검색광고마케터정규채용,경력무관,초대졸,정규직,0717,2118759290,"3,578","서울 금천구 서부샛길 606, B동 1101호"
4469,4469,38394842,데이터관리,서울,금천구,예지솔루션,[워라밸실천기업]2020년하반기온라인광고마케터채용,경력무관,초대졸,정규직,0717,2118759290,"3,578","서울 금천구 서부샛길 606, B동 1101호"
4470,4470,38388168,데이터관리,서울,강남구,(주)제너럴브랜즈,"[더프트앤도프트]2020년하반기(웹디자인,영업관리)정규직채용",경력,대졸,정규직,0713,3128651726,"4,196","서울 강남구 테헤란로 414, 6층"
4471,4471,38387206,데이터관리,서울,서초구,(주)건설경영전략연구소,사무직신입및경력사원모집(엑셀숙련자우대),경력무관,초대졸,정규직,채용시,1078767389,"3,444","서울 서초구 효령로 221, 2층"
4472,4472,38222976,데이터관리,서울,영등포구,허브넷(주),"2020네이버/카카오공식대행사신입모집-마케팅,기획,영상,디자",경력무관,초대졸,정규직,0727,1288653736,"3,140","서울 영등포구 63로 50, 17층"
4473,4473,38399695,데이터관리,경남,창원시,포메이션랩스(주),부문별경력직공개채용,경력무관,학력무관,정규직,0713,2298601754,None,경남 창원시 의창구 중앙대로228번길 6
4474,4474,38240237,데이터관리,경기,성남시 분당구,(주)코스알엑스,2020년부문별공개채용,경력,학력무관,정규직인턴직,0712,1448120381,None,"경기 성남시 분당구 구미로 8, 2층"
4475,4475,38385632,데이터관리,서울,영등포구,㈜롯데홈쇼핑,"2020년7월경력채용(IT,모바일PD,송출,미술감독.정보보안)",경력,대졸,정규직,0712,1178133400,"5,126",서울 영등포구 양평로21길 10
4476,4476,38279077,데이터관리,서울,송파구,쿠팡 주식회사,[쿠팡이츠]서비스기획/운영매니저(Senior),경력5년,대졸,정규직,채용시,1208800767,None,"서울 송파구 송파대로 570, 18층"
4477,4477,38401697,데이터관리,서울,강남구,㈜대웅제약,대웅제약상시채용,경력2년,대졸,정규직계약직,0712,1248601143,"5,331",경기 화성시 제약공단4길 35-14
4478,4478,38428392,데이터관리,인천,중구,스태츠칩팩코리아,[스태츠칩팩코리아]ITEngineer신입채용모집,신입,대졸,정규직,0717,2138175580,"4,474",인천 중구 자유무역로 191
4479,4479,38366138,데이터관리,서울,강남구,한국씨엔에스(주),"스마트물류이행팀(PM,제관,용접,로봇운영),경영지원팀채용",경력1년,학력무관,정규직,0715,1378121010,None,경기 용인시 처인구 각궁로 252-20
4480,4480,38402314,데이터관리,인천,연수구,㈜아이리스코리아,"[송도외국계]구매팀무역실무,발주,스케줄관리정규직채",경력무관,초대졸,정규직,0901,1018135174,"3,321",인천 연수구 첨단대로60번길 29
4481,4481,38385036,데이터관리,서울,서초구,블루오렌지커뮤니케이션즈,ERP및웹솔루션의기획부터완성까지내손으로(PHP/HTML/JavaSc,경력무관,고졸,정규직,0829,2648137022,"3,431","서울 서초구 서초대로48길 33, 3층 301호"
4482,4482,38265950,데이터관리,서울,강남구,주식회사 아이애드원,블로그/sns/페이스북/바이럴마케팅-기획및관리경력직채용,경력2년,초대졸,정규직,0804,1018649275,"4,203","서울 강남구 강남대로94길 18, 5층"
4483,4483,38351169,데이터관리,서울,강동구,(주)도도커뮤니케이션,"암사광고기획,바이럴,SNS마케팅,퍼포먼스마케팅채용",경력무관,대졸,정규직,0723,2128184558,"3,437","서울 강동구 고덕로23길 37, 1,2,비-1층"
4484,4484,38409419,데이터관리,서울,강남구,주식회사 아이애드원,온라인광고대행AE신입.경력사원모집,경력무관,고졸,정규직,0904,1018649275,"4,203","서울 강남구 강남대로94길 18, 5층"
4485,4485,38285758,데이터관리,서울,강동구,(주)도도커뮤니케이션,"회계·재무·세무·IR정규직,계약직모집공고-경력사원",경력무관,초대졸,정규직계약직,0710,2128184558,"3,437","서울 강동구 고덕로23길 37, 1,2,비-1층"
4486,4486,38418889,데이터관리,경기,화성시,쿠팡풀필먼트서비스(유),[쿠팡CFS]동탄메가센터HR사무직채용,경력무관,고졸,계약직,0724,8378700664,None,"서울 송파구 송파대로 570, 8층"
4487,4487,38399732,데이터관리,서울,마포구,(재)서울디지털재단,2020년제2차신규직원채용공고,경력,대졸,정규직계약직,0720,4588200049,"4,618","서울 마포구 매봉산로 31, 16층"
4488,4488,38390524,데이터관리,서울,강남구,(주)와이즈버즈,브랜딩&퍼포먼스마케터모집,경력1년,대졸,정규직,0709,2118894969,"4,304","서울 강남구 테헤란로 317, 17층"
4489,4489,38396111,데이터관리,서울,송파구,(주)진캐스트,"박사/석사연구원,QC,RA,QA,생산,콘텐츠마케터모집",경력무관,대졸,정규직,0720,6678100520,"4,436","서울 송파구 충민로 66, 테크노관 10층 10009호, 10007호"
4490,4490,38419866,데이터관리,경기,화성시,쿠팡풀필먼트서비스(유),[쿠팡CFS]NEW용인1센터HR사무직채용,경력무관,고졸,계약직,0724,8378700664,None,"서울 송파구 송파대로 570, 8층"
4491,4491,38384130,데이터관리,경남,양산시,쿠팡풀필먼트서비스(유),쿠팡CFSOperationManager/AreaManager/HubAreaManager(물류센터/Hub운영담당자)공개채용,경력,초대졸,정규직,0731,8378700664,None,"서울 송파구 송파대로 570, 8층"
4492,4492,38347521,데이터관리,서울,금천구,(주)하미글로벌,[㈜하미글로벌]하반기각부문신입/경력정규직채용,경력무관,고졸,정규직,0731,1048637079,"3,646","서울 금천구 가산디지털1로 131, C동 12층"
4493,4493,38213643,데이터관리,서울,강남구,현대글로비스㈜,현대글로비스전문인력상시채용(부문:신사업/연구소),경력,대졸,정규직,0731,1068197118,"6,148",서울 강남구 테헤란로 301
4494,4494,38230111,데이터관리,경기,용인시,GC녹십자,GC녹십자그룹부문별수시채용,경력무관,대졸,정규직계약직,채용시,3038117108,"5,379",경기 용인시 기흥구 이현로30번길 107
4495,4495,38422254,데이터관리,충남,천안시,한국자동차연구원,한국자동차연구원정규직채용,경력무관,대졸,정규직,0723,3128204676,None,충남 천안시 동남구 풍세로 303
4496,4496,38364418,데이터관리,부산,강서구,(사)한국선급,2020년도한국선급직원채용공고,경력무관,대졸,계약직,0709,3148203300,"5,748",부산 강서구 명지오션시티9로 36
4497,4497,38409675,데이터관리,경기,화성시,한강씨엠(주),[하림그룹]20년하반기각부문경력채용,경력무관,초대졸,정규직,0719,1278161937,None,경기 화성시 만년로969번길 17
4498,4498,38392984,데이터관리,서울,금천구,㈜ 컴투스,[컴투스/게임빌컴투스플랫폼/게임빌]각부문별채용,경력무관,대졸,정규직기간제,0731,1088116843,None,"서울 금천구 가산디지털1로 131, A동"
4499,4499,38369298,데이터관리,충북,청주시,에스케이하이닉스시스템아이씨(주),각부문별신입/경력직채용,경력무관,고졸,정규직계약직,0712,6608100626,"4,196",충북 청주시 흥덕구 대신로 215
4500,4500,32982567,데이터관리,경기,성남시 분당구,휴온스그룹,휴온스그룹수시채용,경력무관,학력무관,정규직,0731,1298107002,None,"경기 성남시 분당구 판교로 253, C동 901호"
4501,4501,38385146,데이터관리,경기,양주시,(주)대륜발전,대륜발전/별내에너지신입및경력직원채용,경력무관,대졸,정규직,0714,2068639053,None,경기 양주시 화합로1710번길 125
4502,4502,38421722,데이터관리,서울,영등포구,한국피자헛(유),한국피자헛각부문채용,경력무관,학력무관,정규직,0715,1208163948,"2,999","서울 영등포구 국회대로74길 4, 10층"
4503,4503,38394833,데이터관리,서울,강남구,주식회사 리만,"[리만코리아]2020신입및경력정규직수시채용(서울,대구)",경력무관,고졸,정규직,0731,2938800876,None,
4504,4504,38314891,데이터관리,서울,송파구,쿠팡 주식회사,[쿠팡]BusinessDataAnalyst(비즈니스데이터분석)경력자,경력8년,대졸,정규직,채용시,1208800767,None,"서울 송파구 송파대로 570, 18층"
4505,4505,38395639,데이터관리,서울,강남구,현대오토에버(주),현대오토에버경력사원대규모상시채용,경력3년,학력무관,정규직,0831,1048153190,"6,307",서울 강남구 테헤란로 510
4506,4506,38421416,데이터관리,서울,중구,동진상선(주),동진상선㈜전산직원(신입or경력2년이하)모집,경력무관,초대졸,정규직,0717,6018115440,"4,267",서울 중구 을지로 16
4507,4507,38413531,데이터관리,서울,강남구,더이앤엠(주),2020년각부문신입/경력채용,경력무관,고졸,정규직,0713,6038150424,"4,330","서울 강남구 논현로 842, 8층"
4508,4508,38394845,데이터관리,서울,강서구,예지솔루션,[공식광고대행사]대형포털및대표오픈마켓영업마케터채용,경력무관,초대졸,정규직,0717,2118759290,"3,578","서울 금천구 서부샛길 606, B동 1101호"
4509,4509,38394852,데이터관리,서울,금천구,예지솔루션,[네이버공식대행사]키워드검색광고정규직신입사원채용,경력무관,초대졸,정규직,0717,2118759290,"3,578","서울 금천구 서부샛길 606, B동 1101호"
4510,4510,38394824,데이터관리,서울,관악구,예지솔루션,[월210만원+성과급별도]온라인검색광고마케터정규채용,경력무관,초대졸,정규직,0717,2118759290,"3,578","서울 금천구 서부샛길 606, B동 1101호"
4511,4511,38394842,데이터관리,서울,금천구,예지솔루션,[워라밸실천기업]2020년하반기온라인광고마케터채용,경력무관,초대졸,정규직,0717,2118759290,"3,578","서울 금천구 서부샛길 606, B동 1101호"
4512,4512,38388168,데이터관리,서울,강남구,(주)제너럴브랜즈,"[더프트앤도프트]2020년하반기(웹디자인,영업관리)정규직채용",경력,대졸,정규직,0713,3128651726,"4,196","서울 강남구 테헤란로 414, 6층"
4513,4513,38387206,데이터관리,서울,서초구,(주)건설경영전략연구소,사무직신입및경력사원모집(엑셀숙련자우대),경력무관,초대졸,정규직,채용시,1078767389,"3,444","서울 서초구 효령로 221, 2층"
4514,4514,38222976,데이터관리,서울,영등포구,허브넷(주),"2020네이버/카카오공식대행사신입모집-마케팅,기획,영상,디자",경력무관,초대졸,정규직,0727,1288653736,"3,140","서울 영등포구 63로 50, 17층"
4515,4515,38399695,데이터관리,경남,창원시,포메이션랩스(주),부문별경력직공개채용,경력무관,학력무관,정규직,0713,2298601754,None,경남 창원시 의창구 중앙대로228번길 6
